kingdom,phylum,class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,eventDate,month,year
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,"Turdus merula Linnaeus, 1758",35.305812,-0.093992,2025-08-07,August,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus serinus,"Serinus serinus (Linnaeus, 1766)",36.324994,4.928728,2025-04-10,April,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea,"Ardea cinerea Linnaeus, 1758",35.297338,-1.474078,2025-10-03,October,2025
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,Plegadis falcinellus,"Plegadis falcinellus (Linnaeus, 1766)",36.764959,3.339401,2025-09-12,September,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-05-25,May,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",36.803952,2.894349,2025-10-16,October,2025
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo ascalaphus,Bubo ascalaphus ascalaphus,35.860271,0.76977,2025-02-28,February,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-06-01,June,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris unguicularis,Iris unguicularis subsp. unguicularis,36.767461,5.082088,2025-02-15,February,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya ferina,"Aythya ferina (Linnaeus, 1758)",36.131948,4.67375,2025-01-21,January,2025
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus barbatus,"Pycnonotus barbatus barbatus (Desfontaines, 1789)",36.776803,3.334292,2025-01-31,January,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",35.723542,-0.560269,2025-04-06,April,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria simplex,Linaria simplex (Willd.) DC.,34.17861,2.074506,2025-05-08,May,2025
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum dasyphyllum,Sedum dasyphyllum L.,36.362638,6.620364,2025-04-25,April,2025
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvopluteus,Volvopluteus gloiocephalus,"Volvopluteus gloiocephalus (DC.) Vizzini, Contu & Justo",36.42934,5.750389,2025-01-31,January,2025
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aegilops,Aegilops geniculata,Aegilops geniculata Roth,36.331985,6.58518,2025-05-06,May,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",36.17842,4.251087,2025-06-09,June,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe oenanthe,"Oenanthe seebohmi (Dixon, 1882)",36.463162,4.189779,2025-07-31,July,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chloris,Chloris chloris,"Chloris chloris (Linnaeus, 1758)",35.305812,-0.093992,2025-06-13,June,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",35.851887,-0.310617,2025-10-06,October,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,Helichrysum pendulum,Helichrysum pendulum subsp. fontanesii (Cambess.) M.B.Crespo & Mateo,36.737123,4.142419,2025-01-14,January,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",35.305812,-0.093992,2025-09-16,September,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-09-30,September,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Carpocoris,Carpocoris mediterraneus,"Carpocoris mediterraneus Tamanini, 1958",36.660504,4.614048,2025-05-31,May,2025
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Curruca,Curruca melanocephala,"Curruca melanocephala (J.F.Gmelin, 1789)",36.748145,2.970635,2025-07-03,July,2025
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Ruta,Ruta chalepensis,Ruta chalepensis L.,35.741883,0.868769,2025-04-04,April,2025
Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidae,Armadillo,Armadillo officinalis,"Armadillo officinalis Duméril, 1816",36.742945,2.970889,2025-03-17,March,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Trissexodontidae,Caracollina,Caracollina lenticula,"Caracollina lenticula (Michaud, 1831)",36.747356,2.965106,2025-02-27,February,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Chrozophora,Chrozophora tinctoria,Chrozophora tinctoria (L.) A.Juss.,36.747728,2.970627,2025-07-19,July,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus halepensis,Pinus halepensis Mill.,36.768365,5.08354,2025-01-04,January,2025
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus barbatus,"Pycnonotus barbatus (Desfontaines, 1789)",36.919974,3.897401,2025-05-29,May,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-08,June,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",36.74255,2.971791,2025-06-05,June,2025
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris barbara,"Alectoris barbara (Bonnaterre, 1790)",35.305812,-0.093992,2025-05-24,May,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-22,August,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,"Gallinula chloropus (Linnaeus, 1758)",35.305812,-0.093992,2025-08-09,August,2025
Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,"Corvus corax Linnaeus, 1758",36.724815,2.992282,2025-09-26,September,2025
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius alexandrinus,Anarhynchus alexandrinus,35.305812,-0.093992,2025-07-12,July,2025
Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Cisticola,Cisticola juncidis,"Cisticola juncidis (Rafinesque, 1810)",36.773366,3.337775,2025-09-12,September,2025
Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis pes-caprae,Oxalis pes-caprae L.,35.700582,-0.89468,2025-04-03,April,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum decumbens,Linum decumbens Desf.,36.243446,6.53303,2025-03-19,March,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",36.023048,4.608748,2025-08-09,August,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium triquetrum,Eryngium triquetrum Vahl,35.280219,-0.770236,2025-03-02,March,2025
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Briza,Briza maxima,Briza maxima L.,34.910823,3.37938,2025-05-24,May,2025
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza calandra,"Emberiza calandra Linnaeus, 1758",36.537904,6.764932,2025-04-30,April,2025
Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,Periparus ater,"Periparus ater (Linnaeus, 1758)",36.290064,4.502031,2025-04-15,April,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus acutifolius,Asparagus acutifolius L.,35.658775,-1.041596,2025-08-29,August,2025
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,"Sturnus vulgaris Linnaeus, 1758",36.131948,4.67375,2025-01-21,January,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Ferussaciidae,Ferussacia,Ferussacia folliculum,"Ferussacia folliculum (Schröter, 1784)",36.713512,2.956694,2025-04-07,April,2025
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Sphodromantis,Sphodromantis viridis,"Sphodromantis viridis Forskal, 1775",36.722553,5.030192,2025-10-16,October,2025
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca sylvanus,"Macaca sylvanus (Linnaeus, 1758)",36.46839,4.194828,2025-05-18,May,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,Sherardia arvensis L.,36.563389,6.450465,2025-04-09,April,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene latifolia,Silene latifolia Poir.,34.519926,2.96465,2025-06-04,June,2025
Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,"Corvus corax Linnaeus, 1758",35.305812,-0.093992,2025-06-26,June,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,Plantago lanceolata L.,34.656278,3.286743,2025-05-24,May,2025
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus,"Vanellus vanellus (Linnaeus, 1758)",36.770596,3.337387,2025-01-11,January,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,Hyles livornica,"Hyles livornica Esper, 1780",36.064207,4.624841,2025-06-22,June,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",35.305812,-0.093992,2025-07-12,July,2025
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps cristatus,"Podiceps cristatus (Linnaeus, 1758)",36.212255,6.470349,2025-03-28,March,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago albicans,Plantago albicans L.,34.825578,3.753506,2025-01-25,January,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,Hyles livornica,"Hyles livornica Esper, 1780",35.305812,-0.093992,2025-05-03,May,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,Galerida theklae,"Galerida theklae A.E.Brehm, 1857",35.305812,-0.093992,2025-05-31,May,2025
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,Sympetrum fonscolombii,"Sympetrum fonscolombii (Selys, 1840)",36.748068,2.971845,2025-09-16,September,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Calendula,Calendula arvensis,Calendula arvensis L.,36.748222,2.973851,2025-01-06,January,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,"Bombus terrestris africanus Krüger, 1956",36.551536,4.619026,2025-02-07,February,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",35.305812,-0.093992,2025-07-29,July,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leuzea,Leuzea acaulis,Rhaponticum acaule (L.) DC.,36.54175,6.714651,2025-03-11,March,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",36.324994,4.928728,2025-04-18,April,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris,Pyrrhocoris apterus,"Pyrrhocoris apterus (Linnaeus, 1758)",35.482628,6.467608,2025-10-20,October,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Retama,Retama raetam,Retama raetam (Forssk.) Webb & Berthel.,36.730415,5.037941,2025-07-18,July,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Silybum,Silybum eburneum,Silybum eburneum Coss. & Durieu,36.335277,6.521208,2025-04-19,April,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)",36.725329,2.991539,2025-05-16,May,2025
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum gypsicola,Sedum gypsicola Boiss. & Reut.,36.33417,4.451462,2025-04-27,April,2025
Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,"Passer domesticus (Linnaeus, 1758)",35.305812,-0.093992,2025-09-26,September,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.324994,4.928728,2025-04-10,April,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-08,June,2025
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,Chrysolina americana,"Chrysolina americana (Linnaeus, 1758)",36.334536,4.450284,2025-04-27,April,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,Ophrys lutea,Ophrys lutea Cav.,36.259022,6.491955,2025-04-13,April,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)",36.647167,4.980477,2025-03-14,March,2025
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus avium,Prunus avium (L.) L.,36.565515,6.442446,2025-05-25,May,2025
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Ampelodesmos,Ampelodesmos mauritanicus,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz,34.920524,3.366057,2025-05-24,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Perotis,Perotis unicolor,"Perotis unicolor (Olivier, 1790)",36.244331,6.532336,2025-05-29,May,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Sphingonotus,Sphingonotus rubescens,"Sphingonotus rubescens (Walker, 1870)",36.720085,5.03138,2025-05-29,May,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,Ricinus communis L.,36.693283,4.058081,2025-09-12,September,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,"Vanessa atalanta (Linnaeus, 1758)",36.742395,2.972903,2025-03-17,March,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)",36.749191,5.036287,2025-05-07,May,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rubicola,"Saxicola rubicola (Linnaeus, 1766)",36.771716,3.335114,2025-01-31,January,2025
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,"Tachybaptus ruficollis (Pallas, 1764)",36.131948,4.67375,2025-01-08,January,2025
Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Tulipa,Tulipa sylvestris,Tulipa sylvestris subsp. australis (Link) Pamp.,36.472389,4.207514,2025-05-09,May,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus armatus,Astragalus armatus subsp. numidicus (Murb.) Tietz,36.475809,4.232781,2025-07-29,July,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,Vinca major,Vinca major L.,36.737718,8.288638,2025-03-29,March,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,Echium creticum,Echium creticum subsp. creticum,36.484377,5.480193,2025-04-04,April,2025
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,"Ciconia ciconia ciconia (Linnaeus, 1758)",36.706018,4.039287,2025-06-19,June,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,Narcissus tazetta,Narcissus tazetta L.,36.591569,6.674213,2025-03-20,March,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene tridentata,Silene tridentata Desf.,36.705959,4.026114,2025-06-30,June,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,Echium creticum,Echium creticum subsp. creticum,36.726372,5.033858,2025-02-21,February,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Staria,Staria lunata,"Staria lunata (Hahn, 1835)",36.710484,2.957209,2025-04-07,April,2025
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arisarum,Arisarum vulgare,Arisarum vulgare O.Targ.Tozz.,36.760019,3.338417,2025-01-11,January,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prasium,Prasium majus,Prasium majus L.,36.761031,5.103792,2025-04-05,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",36.726215,5.03525,2025-04-12,April,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,"Cornu aspersum (O.F.Müller, 1774)",36.611357,3.58277,2025-05-30,May,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,Euphorbia helioscopia L.,36.686583,4.709104,2025-04-05,April,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis,Diplotaxis erucoides,Diplotaxis erucoides (L.) DC.,36.480508,6.333521,2025-03-17,March,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,Muscari comosum,Muscari comosum (L.) Mill.,36.310396,4.490585,2025-04-21,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum,Macroglossum stellatarum,"Macroglossum stellatarum Linnaeus, 1758",36.630436,4.624458,2025-04-18,April,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,Ferula communis,Ferula communis L.,34.672523,-0.231466,2025-02-08,February,2025
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo,"Phalacrocorax carbo (Linnaeus, 1758)",36.76314,5.102423,2025-01-04,January,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",36.748762,2.970219,2025-07-08,July,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis,Torilis nodosa,Torilis nodosa (L.) Gaertn.,34.901472,3.386139,2025-05-24,May,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,"Gallinula chloropus (Linnaeus, 1758)",35.305812,-0.093992,2025-10-06,October,2025
Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,Morus bassanus,"Morus bassanus (Linnaeus, 1758)",35.923626,0.051146,2025-01-04,January,2025
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus ibericus,"Phylloscopus ibericus Ticehurst, 1937",36.463162,4.189779,2025-07-31,July,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Sphingonotus,Sphingonotus rubescens,"Sphingonotus rubescens (Walker, 1870)",35.675298,-1.010108,2025-05-02,May,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Messor,Messor barbarus,"Messor barbarus (Linnaeus, 1767)",36.686159,5.149888,2025-08-23,August,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva aegyptia,Malva aegyptia L.,34.640598,3.512163,2025-03-07,March,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",36.319315,4.836773,2025-03-22,March,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum corymbiferum,Linum corymbiferum Desf.,36.749007,3.850103,2025-05-30,May,2025
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Orthops,Orthops kalmii,"Codophila varia (Fabricius, 1787)",36.747721,2.970498,2025-07-03,July,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,Coccothraustes coccothraustes,"Coccothraustes coccothraustes (Linnaeus, 1758)",36.46859,2.936393,2025-02-21,February,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia,"Columba livia J.F.Gmelin, 1789",35.305812,-0.093992,2025-06-29,June,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella algerica,"Coccinella septempunctata algerica (Kovar, 1977) Romanowski, Ceryngier, Vĕtrovec & Szawaryn, 2019",36.728432,5.036132,2025-04-12,April,2025
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia atricapilla,"Sylvia atricapilla (Linnaeus, 1758)",36.324994,4.928728,2025-03-22,March,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,"Bombus terrestris (Linnaeus, 1758)",36.463162,4.189779,2025-06-02,June,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys circinata,Stachys circinata subsp. numidica (Pomel) Batt.,36.377137,6.769809,2025-04-25,April,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne,Daphne gnidium,Daphne gnidium L.,36.574333,4.535982,2025-09-15,September,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Anacamptis,Anacamptis coriophora,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",36.728794,4.977139,2025-04-04,April,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rubicola,"Saxicola rubicola (Linnaeus, 1766)",36.748273,2.967244,2025-06-20,June,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,Helianthemum rotundifolium,"Helianthemum rotundifolium Boiss. ex Willk., 1862",34.665439,-0.264544,2025-05-24,May,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea pullata,Centaurea pullata L.,36.550571,4.728434,2025-02-14,February,2025
Animalia,Chordata,Aves,Apodiformes,Apodidae,Tachymarptis,Tachymarptis melba,"Tachymarptis melba (Linnaeus, 1758)",35.220222,-0.635935,2025-04-02,April,2025
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Cicada,Cicada barbara,"Cicada barbara (Stål, 1866)",35.305812,-0.093992,2025-07-11,July,2025
Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes,Bufotes boulengeri,"Bufotes boulengeri (Lataste, 1879)",34.522118,-1.261894,2025-05-12,May,2025
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza cirlus,"Emberiza cirlus Linnaeus, 1767",36.324994,4.928728,2025-02-28,February,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.319315,4.836773,2025-03-22,March,2025
Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda triangulosa,"Steatoda triangulosa (Walckenaer, 1802)",36.824181,4.441844,2025-06-21,June,2025
Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,"Vulpes vulpes barbara (Shaw, 1800)",36.064207,4.624841,2025-06-22,June,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica atra,"Fulica atra Linnaeus, 1758",36.614818,2.782811,2025-02-07,February,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,Echium plantagineum,Echium plantagineum L.,36.747783,2.970596,2025-03-13,March,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,Nerium oleander L.,35.671887,-0.635823,2025-06-25,June,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis var. hemisphaerica (Jacq. & C.Presl) Parl.,36.469132,4.187597,2025-07-29,July,2025
Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes,Bufotes boulengeri,"Bufotes boulengeri (Lataste, 1879)",22.632988,5.939955,2025-04-09,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Certallum,Certallum ebulinum,"Certallum ebulinum (Linnaeus, 1767)",36.338997,4.466753,2025-02-21,February,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria reflexa,Linaria reflexa (L.) Desf.,36.482081,2.939503,2025-02-22,February,2025
Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,Dardanus arrosor,"Dardanus arrosor (J.F.W.Herbst, 1796)",36.996954,6.56579,2025-10-18,October,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago rigidula,Medicago rigidula (L.) All.,34.545502,2.805609,2025-05-03,May,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.26861,5.129814,2025-03-07,March,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Silybum,Silybum eburneum,Silybum eburneum Coss. & Durieu,36.373875,6.640148,2025-04-24,April,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Eurydema,Eurydema ornata,"Eurydema ornata (Linnaeus, 1758)",36.17842,4.251087,2025-06-09,June,2025
Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Eurygaster,Eurygaster austriaca,"Eurygaster austriaca (Schrank, 1776)",36.243202,6.532185,2025-06-06,June,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa striata,"Muscicapa striata (Pallas, 1764)",36.512568,6.350198,2025-05-04,May,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,Smyrnium olusatrum L.,34.663442,-0.229672,2025-03-13,March,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perfoliatum,Hypericum perfoliatum L.,36.814151,4.240356,2025-05-23,May,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Nonea,Nonea vesicaria,Nonea vesicaria (L.) Rchb.,35.870485,0.764487,2025-03-07,March,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,Muscari comosum,Muscari comosum (L.) Mill.,35.283665,-0.256674,2025-04-20,April,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ptilostemon,Ptilostemon rhiphaeus,Ptilostemon rhiphaeus (Pau & Font Quer) Greuter,36.574873,4.535387,2025-09-15,September,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)",36.776784,3.335327,2025-02-15,February,2025
